CLAIM NO,EMPLOYER NAME,EMPLOYER CITY,ST,ZIP,INDUSTRY,INDUSTRY (IF OTHER),SOURCE (URL),NOTES
LLVA60221,VONAGE BUSINESS/RADIANT SYSTEMS INC,MCLEAN,VA,22102,,,,
LLVA60222,CHILES ENTERPRISES,LOUISA,VA,23093,,,,
LLVA60223,MAXX FLOORING LLC,CHARLOTTE,NC,28278,,,,
LLVA60224,RISING SON TRANSPORT,AXTON,VA,24054,,,,
LLVA60225,"SOUTHEASTRANS, INC",ATLANTA,GA,30337,,,,
LLVA60226,STRONG DRYWALL COMPANY,LORTON,VA,NA,,,,
LLVA60227,20TWENTY STRETEGIC CONSULTANTS,VIENNA,VA,22101,,,,
LLVA60230,CURTIS W KEY PLUMBING CONTRACTORS INC,CHESAPEAKE,VA,23220,,,,
LLVA60231,HUNTINGTON LEARNING CENTER,WOODBRIDGE,VA,22192,,,,
LLVA60232,"NORTHERN LIGHTS CONTRACTING, INC",MANASSAS,VA,20110,,,,
LLVA60233,"PICK-A-PART SOUTH, LLC",FREDERICKSBURG,VA,22407,,,,
LLVA60234,CITY TO CITY TRANSPORTATION INC,N CHESTERFIELD,VA,23236,,,,
LLVA60235,ETHEREAL CUPCAKES,HAMPTON,VA,23666,,,,
LLVA60239,LEVEL NINE,LEESBURG,VA,20175,,,,
LLVA60240,THE COUNTRY BEAR DAY SCHOOL,ROANOKE,VA,24018,,,,
LLVA60241,VALOIT LLC,PISCATA WAY,NJ,8855,,,,
LLVA60242,WLF MANAGEMENT (PAPA JOHN'S PIZZA),DANVILLE,KY,40422,,,,
LLVA60243,COMMERCIAL INDUSTRIAL SOLUTIONS AND STAFFING INC,PORTSMOUTH,VA,23701,,,,
LLVA60244,MICHAEL AND SON SERVICES,ALEXANDRIA,VA,22312,,,,
LLVA60245,ASSURANCE HEALTHCARE SERVICES,ANNANDALE,VA,22003,,,,
LLVA60247,BUSH GARDENS WILLIAMSBURG,YORKTOWN,VA,23692,,,,
LLVA60248,STAY AT HOMECARE,CHANTILLY,VA,20151,,,,
LLVA60249,"HUNT COUNTRY MASONRY, INC",LEESBURG,VA,20175,,,,
LLVA60250,KENDRICK DUANE DBA LEVEL NINE,LEESBURG,VA,20175,,,,
LLVA60251,MAGIC CITY FORD,ROANOKE,VA,24016,,,,
LLVA60252,PRECIOUS TIME LLC,RICHMOND,VA,23235,,,,
LLVA60253,DBF INC. DEE'S BUSINESS FINANCE INC.,NEWPORT NEWS,VA,23606,,,,
LLVA60254,DBF INC. DEE'S BUSINESS FINANCE INC.,NEWPORT NEWS,VA,23606,,,,
LLVA60255,SPORT CLIPS,ALEXANDRIA,VA,22315,,,,
LLVA60256,RANIA'S ITALIAN RESTAURANT,MARTINSVILLE,VA,24112,,,,
LLVA60257,FREE SERVICE TIRE COMPANY,JOHNSON CITY,TN,37602,,,,
LLVA60258,AMAN TRANSPORT,NORFOLK,VA,23502,,,,
LLVA60260,CLEAR BLUE POOL SERVICE INC.,VIRGINIA BEACH,VA,23457,,,,
LLVA60261,"PANIC, ANXIETY & DEPRESSION CENTER OF VIRGINIA",RICHMOND,VA,23230,,,,
LLVA60263,REMODELING RESOURCES,MIDLOTHIAN,VA,23112,,,,
LLVA60264,ATLANTIC CARPET CARE,VIRGINIA BEACH,VA,23452,,,,
LLVA60265,S. A. HALAC,STERLING,VA,20166,,,,
LLVA60266,RTC ELECTRICAL SERVICES LLC,WINCHESTER,VA,22603,,,,
LLVA60267,BLUE EXPRESS,CHESTER,VA,23831,,,,
LLVA60268,FIRE & SAFETY EQUIPMENT COMPANY,CONCORD,VA,24538,,,,
LLVA60269,HORIZON TECHNOLOGIES INC,HERNDON,VA,20171,,,,
LLVA60270,MERRICKS CONSTRUCTION INC,MANIKAN-SABOT,VA,23039,,,,
LLVA60271,A & C ALTERNATIVE CARE LLC,VIRGINIA BEACH,VA,23462,,,,
LLVA60272,CALIFORNIA CLOSETS,RICHMOND,VA,23230,,,,
LLVA60273,D & M RECOVERY,VIRGINIA BEACH,VA,23454,,,,
LLVA60274,PRECISION CONSTRUCTION MANAGEMENT GROUP LLC DBA  PRECISION ELECTRICAL,LYNCHBURG,VA,24502,,,,
LLVA60275,PRECISION CONSTRUCTION AND MANAGEMENT GROUP LLC DBA PRECISION ELECTRICAL,LYNCHBURG,VA,24502,,,,
LLVA60276,VIRGINIA XPRESS LLC,BRIDGEWATER,VA,22812,,,,
LLVA60277,RYANS CONSTRUCTION,SUFFOLK,VA,23437,,,,
LLVA60278,CYCUL LAUNDRY,AFTON,VA,22920,,,,
LLVA60279,OPEN ARMS RESIDENTIAL SERVICES LLC,CHESTERFIELD,VA,23832,,,,
LLVA60280,PTW DESIGN & CONSTRUCTION,BELTSVILLE,MD,20705,,,,
LLVA60283,SHRED-IT,WAYNESBORO,VA,22980,,,,
LLVA60284,THRIFTY TIRE,DANVILLE,VA,24540,,,,
LLVA60285,PEARSON HYUNDAI,RICHMOND,VA,23235,,,,
LLVA60286,BONETTI OF AMERCIA INC,FALLS CHURCH,VA,22046,,,,
LLVA60287,BOJANGLES,GALAX,VA,24333,,,,
LLVA60288,ENZIIME LLC,MCLEAN,VA,22102,,,,
LLVA60289,ON CALL ACCOUNTANTS,VIRGINIA BEACH,VA,23451,,,,
LLVA60291,ASSOCIATED SCAFFOLDING COMPANY INC,RICHMOND,VA,23234,,,,
LLVA60292,ENZIIME INC,MCLEAN,VA,22102,,,,
LLVA60294,ALLIED BARTON SECURITY SERVICES LLC,CONSHOHOCKEN,PA,19428,,,,
LLVA60295,CHARITY TRANSPORT,NORFOLK,VA,23324,,,,
LLVA60296,HUNTINGTON LEARNING CENTER LAKE RIDGE,LAKE RIDGE,VA,22192,,,,
LLVA60297,AMERICAN PAINT COMPANY,HAMPTON,VA,23669,,,,
LLVA60299,HUNTINGTON LEARN CENTER,LAKE RIDGE,VA,22192,,,,
LLVA60300,JOHNSTON ENTERPRISES INC,APPOMATTOX,VA,24522,,,,
LLVA60301,LIFECARE MEDICAL TRANSPORTS,FREDERICKSBURG,VA,22406,,,,
LLVA60302,NO BUSINESS NAME,NA,NA,NA,,,,
LLVA60303,TRUST MORTGAGE CORPORATION,RICHMOND,VA,23230,,,,
LLVA60304,KROGER,SALEM,VA,24153,,,,
LLVA60305,AARON SALES AND LEASE,WINCHESTER,VA,22602,,,,
LLVA60306,DIAMOND TRANSPORTATION SERVICES,LORTON,VA,22079,,,,
LLVA60307,DENTAL SERENITY,DUMFRIES,VA,22026,,,,
LLVA60308,TRADESOURCE INC,WARWICK,RI,2886,,,,
LLVA60309,ARSALAN SAJJAD,MCLEAN,VA,22102,,,,
LLVA60310,JOHNSTON ENTERPRISES,APPOMATTOX,VA,24522,,,,
LLVA60311,A CUT ABOVE LOGGING,KEYSVILLE,VA,23947,,,,
LLVA60312,"SPIRIT PRODUCTIONS, LLC",SPRINGFIELD,VA,22153,,,,
LLVA60313,LOCKHEED MARTIN CORPORATION,MANASSAS,VA,20110,,,,
LLVA60314,THE MARKET BASKET,ALEXANDRIA,VA,22311,,,,
LLVA60315,ACI DRYWALL,SHADY SIDE,MD,20764,,,,
LLVA60316,ACI DRYWALL INC.,SHADY SIDE,MD,20764,,,,
LLVA60317,MCA SERVICES LLC,YORKTOWN,VA,23693,,,,
LLVA60318,TASK HOP,HOUSTON,TX,77003,,,,
LLVA60319,ACI DRYWALL,SHADY SIDE,MD,20764,,,,
LLVA60320,RICHMOND PUBLIC SCHOOLS,RICHMOND,VA,23223,,,,
LLVA60321,WASHINGTON FLYER,DULLES,VA,20101,,,,
LLVA60322,AS WE GROW ACADEMY,RICHMOND,VA,23224,,,,
LLVA60323,HEALTH PARTNERS HOME CARE,HAMPTON,VA,23666,,,,
LLVA60324,MIDDLETON HEATING & AIR,MECHANICSVILLE,VA,23116,,,,
LLVA60325,DAY/ZIMMERMAN,RICHMOND,VA,NA,,,,
LLVA60326,RURAL KING,FRONT ROYAL,VA,22630,,,,
LLVA60327,MIDDLETOWN MCDS,MIDDLETOWN,VA,22645,,,,
LLVA60328,CALIFORNIA CLOSETS,CHANTILLY,VA,20151,,,,
LLVA60329,HOLLY RIDGE MANOR,VIRGINIA BEACH,VA,23456,,,,
LLVA60330,"INTUITIVE JOURNEYS, PLC",FREDERICKSBURG,VA,22401,,,,
LLVA60331,LIBERTY TAX SERVICE,ROANOKE,VA,24012,,,,
LLVA60332,"BLESSINGER LEGAL, PLLC",FALLS CHURCH,VA,22042,,,,
LLVA60333,ACI DRYWALL,SHADY,MD,20764,,,,
LLVA60334,CERTIFIED ELECTRICAL TECHNOLOGIES,ROCKVILLE,MD,20859,,,,
LLVA60335,LOCAL 305 NPMHU,RICHMOND,VA,23230,,,,
LLVA60336,DENTAL SERENITY,DUMFRIES,VA,22026,,,,
LLVA60337,HOLIDAY INN,RICHMOND,VA,23234,,,,
LLVA60338,JRK RESIDENTIAL GROUP,VIRGINIA BEACH,VA,23463,,,,
LLVA60339,NEW IMAGE LAWN AND SCAPES,CHESAPEAKE,VA,23323,,,,
LLVA60340,LICENSES TO KILL,VIRGINIA BEACH,VA,23464,,,,
LLVA60341,"SHORELINE MECHANICAL, INC.",VIRGINIA BEACH,VA,23454,,,,
LLVA60342,ATLANTIC COAST STAFFING,RICHMOND,VA,23223,,,,
LLVA60344,THE BARREL ROOM,NORFOLK,VA,23510,,,,
LLVA60345,VIRGINIA ORIGINALS LLC,VIRGINIA BEACH,VA,23451,,,,
LLVA60346,PORLARIS DANCE INSTITUTE,FREDERICKSBURG,VA,22406,,,,
LLVA60347,DESTINI THERAPEUTIC SERVICES,SOUTH BOSTON,VA,24592,,,,
LLVA60348,BLUE RIDGE BBQ,STRASBURG,VA,22657,,,,
LLVA60349,PLASTIC SURGEONS OF HAMPTON ROADS,NORFOLK,VA,23505,,,,
LLVA60351,K.D. JONES & SONS TRUCKING,MANASSAS,VA,20110,,,,
LLVA60352,COVAN MOVING,PETERSBURG,VA,23803,,,,
LLVA60354,SHRED-IT,WAYNESBORO,VA,22980,,,,
LLVA60355,LONGWOOD WELL DRILLINGS,FARMVILLE,VA,23901,,,,
LLVA60356,RWA RESTORATION,VIRGINIA BEACH,VA,23455,,,,
LLVA60357,DLI DEDICATED LOGISTICS INC,OAKDALE,MN,55128,,,,
LLVA60358,ANYBILL AP,WASHINGTON,DC,20006,,,,
LLVA60359,ABH CLEANING SERVICE INC,WINCHESTER,VA,22601,,,,
LLVA60360,RTC ELECTRICAL SERVICES LLC,WINCHESTER,VA,22603,,,,
LLVA60361,PICTURE PERFECT HOME IMPROVEMENT,MANASSAS,VA,20112,,,,
LLVA60362,ARCADIAN PROPERTY MANAGEMENT,WINCHESTER,VA,22603,,,,
LLVA60363,HAND N HEART,VIRGINIA BEACH,VA,23464,,,,
LLVA60364,3M'S B & T TRANSPORTATION,CHESAPEAKE,VA,23324,,,,
LLVA60365,C & M ENTERPRISE,COLONIAL HEIGHTS,VA,23834,,,,
LLVA60366,LETTER 9 MANAGEMENT,FORT MILL,SC,29707,,,,
LLVA60367,WATERPROOFING TECHNOLOGIES INC,NEACHWOOD,OH,44122,,,,
LLVA60368,TIDEWATER MULCH & MATERIAL,CHESAPEAK,VA,23322,,,,
LLVA60369,G-1 MECHANICAL INC.,MONCKS CORNER,SC,29461,,,,
LLVA60370,STARBUCKS,ARLINGTON,VA,22202,,,,
LLVA60371,PICTURE PERFECT HOME IMPROVEMENT,MANASSAS,VA,20112,,,,
LLVA60372,SECURITIES TECHNOLOGIES INC,DUMFRIES,VA,22026,,,,
LLVA60373,CONNOR CONSTRUCTION INC,FAIRFAX,VA,22030,,,,
LLVA60374,"UHS OF DELAWARE, INC.",RICHMOND,VA,23227,,,,
LLVA60375,FALLS CHURCH PEDIATRIC DENTAL CENTER,FALLS CHURCH,VA,22042,,,,
LLVA60376,WIGOTECH REPAIR,FALLS CHURCH,VA,22041,,,,
LLVA60377,AMERICAN MECHANICAL,VIRGINIA BEACH,VA,23451,,,,
LLVA60378,ACCURATE TUNE PLUS,NORFOLK,VA,23510,,,,
LLVA60379,CENTRIPETAL NETWORKS INC,HERDON,VA,20171,,,,
LLVA60380,VALLEY PROGRAM FOR AGING SERVICES/MRHC,BUENA VISTA,VA,24416,,,,
LLVA60381,NANOA AIR BUBBLE AERATION SYSTEMS GROUP INC,FAIRFAX,VA,22030,,,,
LLVA60382,DIGITAL SIGNAL CORPORATION,CHANTILLY,VA,20151,,,,
LLVA60383,1 LIFE1 LOVE,ALEXANDRIA,VA,22309,,,,
LLVA60384,CHA CHA'S CANTINA,RICHMOND,VA,23219,,,,
LLVA60385,PURCELLVILLE HOME,PURCELLVLLE,VA,20132,,,,
LLVA60386,OBGYN CONSULTANTS OF FAIRFAX,FAIRFAX,VA,22033,,,,
LLVA60387,CHARITY TRANSPORT,NORFOLK,VA,23502,,,,
LLVA60388,CERTIFIED ELECTRICAL TECHNOLOGIES,ROCKVILLE,MD,20859,,,,
LLVA60389,SEA-THRU WINDOWS INC,VIRGINIA BEACH,VA,23462,,,,
LLVA60391,RHINO'S INK,WARRENTON,VA,20186,,,,
LLVA60392,LEI HOME ENHANCEMENTS,VIRGINIA BEACH,VA,23462,,,,
LLVA60393,THE LAGOON,NORFOLK,VA,23518,,,,
LLVA60394,FACILITY PARTNER SERVICES INC,DAMASCUS,MD,20872,,,,
LLVA60395,HAND N' HEART,WILLIAMSBURG,VA,23185,,,,
LLVA60396,PERSON CENTER PLACE,VIRGINIA BEACH,VA,23455,,,,
LLVA60397,SMITHFIELD FOODS,SMITHFIELD,VA,23430,,,,
LLVA60399,RIVERVIEW SERVICE CENTER INC,WOODBRIDGE,VA,22192,,,,
LLVA60400,CANDLELIGHT SENIOR MANOR,HIGHLAND SPRINGS,VA,23075,,,,
LLVA60401,INSIGHT LLC,CHANTILLY,VA,20151,,,,
LLVA60403,JACKSONS MOBILE HOME SALES & SERVICE,CHASE CITY,VA,23924,,,,
LLVA60404,APPLEBEE'S,CHESAPEAKE,VA,23320,,,,
LLVA60405,ENVE SERVICES LLC,BURKE,VA,22015,,,,
LLVA60406,KURT'S RESTORATION & COLLISION,DANVILLE,VA,24541,,,,
LLVA60407,BLUE RIDGE BARBEQUE,STRASBURG,VA,22657,,,,
LLVA60408,MAHAN CONSULTING GROUP LLC,SPRINGFIELD,VA,22102,,,,
LLVA60409,ACCESIBLE HOME HEALTH CARE,SUFFOLK,VA,23434,,,,
LLVA60410,THE HOLE IN ONE CAFE',PALMYRA,VA,22963,,,,
LLVA60411,CHATAEAU O'BRIEN AT NORTHPOINT LLC,MARKHAM,VA,22643,,,,
LLVA60412,SHANNON RATCLIFFE,RINER,VA,24149,,,,
LLVA60413,TECHNOMIC,WASHINGTON,DC,20006,,,,
LLVA60414,ADVANCE RESTORATION SERVICES INC,NEWPORT NEWS,VA,23606,,,,
LLVA60415,SOCIAL IMPACT COLLECTIVE,NORFOLK,VA,23510,,,,
LLVA60416,BECKSTROM ELECTRIC,PURCELLVILLE,VA,20132,,,,
LLVA60417,WOODBRIDGE SAILING SCHOOL,WOODBRIDGE,VA,22191,,,,
LLVA60418,SERVICE DOGS BY WARREN RETRIEVERS,CULPEPER,VA,22701,,,,
LLVA60419,KIDS WORLD LEARNING CENTER,N CHESTERFIELD,VA,23237,,,,
LLVA60420,GUARDIAN,WYTHEVILLE,VA,24382,,,,
LLVA60421,COLEMAN AMERICAN MOVING SERVICES INC,WOODBRIDGE,VA,22191,,,,
LLVA60422,COMPASION LLC,NORFOLK,VA,23502,,,,
LLVA60423,H M MONTGOMERY TRUCKING CO,SALEM,VA,24153,,,,
LLVA60426,MONROE MUFFLER & BRAKES,VIRGINIA BEACH,VA,23464,,,,
LLVA60429,DEACON CLEANERS,FREDERICKSBURG,VA,22405,,,,
LLVA60430,DIGITAL SIGNAL CORP,CHANTILLY,VA,20151,,,,
LLVA60431,CAMPUS HOLDINGS LLC,CHRISTIANSBURG,VA,24073,,,,
LLVA60432,MIDLOTHIAN KIDS ACADEMY,MIDLOTHIAN,VA,23112,,,,
LLVA60433,TRINY'S TEX-MEX GRILL,GREAT FALLS,VA,22066,,,,
LLVA60434,SWEET HEAT MANAGEMENT LLC,RESTON,VA,20190,,,,
LLVA60435,HEAVENLY FRIENDS HOME HEALTHCARE SERVICES LLC,HAMPTON,VA,23666,,,,
LLVA60436,VIGARIOS BAKERY LLC,MANASSAS,VA,20110,,,,
LLVA60437,MAZARI MOTORS,FREDERICKSBURG,VA,22408,,,,
LLVA60438,OUR SUMMER PLACE LLC,PORTSMOUTH,VA,23704,,,,
LLVA60439,ASHLAND WOODWORK AND SUPPLY COMPANY,ASHLAND,VA,23005,,,,
LLVA60440,CONSERVE INDUSTRIES,STERLING,VA,20166,,,,
LLVA60441,CHA CHA'S CANTINA,RICHMOND,VA,23219,,,,
LLVA60442,HELPING ANGELS,HENRICO,VA,23223,,,,
LLVA60443,BANANA REPUBLIC FACTORY OUTLET STORE,LEESBURG,VA,20176,,,,
LLVA60444,NETWORK INDUSTRIES,NORFOLK,VA,23504,,,,
LLVA60445,VA PROTECTION SERVICES,NEWPORT NEWS,VA,23608,,,,
LLVA60446,LAW OFFICE OF BRIAN C. CHRISTIAN PC,CHESAPEAKE,VA,23325,,,,
LLVA60448,HONEST - 1 AUTO CARE,SPOTSYLVANIA,VA,22553,,,,
LLVA60449,NEPTUNE'S LAND AND SEA,PETERSBURG,VA,23803,,,,
LLVA60450,PIFER OFFICE SUPPLY,WINCHESTER,VA,22601,,,,
LLVA60451,AGGREGATE RELOCATION SPECIALIST,WARRENTON,VA,20186,,,,
LLVA60452,CHESAPEAKE SERVICE SYSTEMS,CHESAPEAKE,VA,23320,,,,
LLVA60453,MEDIKO PC,RICHMOND,VA,23233,,,,
LLVA60454,KENNETH E. FRANKLIN INSURANCE AGENCY,APPOMATTOX,VA,24522,,,,
LLVA60455,GUARDIAN PEST SERVICES,FREDERICKSBURG,VA,22408,,,,
LLVA60456,BOXCAR 606 LLC,CREWE,VA,23930,,,,
LLVA60457,PROCRAM LLC,FAIRFAX,VA,22030,,,,
LLVA60458,QUALITY LIVING OF HAMPTON ROADS,PORTSMOUTH,VA,23704,,,,
LLVA60459,"HUNT COUNTRY MASONRY, INC",LEESBURG,VA,20175,,,,
LLVA60461,CONCENTRIX,RICHMOND,VA,23220,,,,
LLVA60462,ADVANTAGE SOLUTIONS,IRVINE,CA,92612,,,,
LLVA60463,ADVANCED AUTOMOTIVE,CHANTILLY,VA,20151,,,,
LLVA60464,NATOUR'S GROCERY,APPOMATTOX,VA,24522,,,,
LLVA60465,DAYS INN,LUREY,VA,22835,,,,
LLVA60466,QUALITY LIVING OF HAMPTON ROADS,PORTSMOUTH,VA,23704,,,,
LLVA60467,BOXCAR 606 LLC,CREWE,VA,23930,,,,
LLVA60469,COLONELS LIMITED LLC,FALLS CHURCH,VA,22182,,,,
LLVA60470,BLUE EXPRESS,RICHMOND,VA,23224,,,,
LLVA60471,ADVANCED TECHNOLOGY,NEWPORT NEWS,VA,23607,,,,
LLVA60472,REMAX SIGNATURE,MECHANICSVILLE,VA,23116,,,,
LLVA60473,RODDON III LLC,LAKE RIDGE,VA,22192,,,,
LLVA60475,PATRIOT DISPOSAL,MANASSAS,VA,20108,,,,
LLVA60476,CVS CAREMARK,WOONSOCKET,RI,2895,,,,
LLVA60477,11-Jul,BERRYVILLE,VA,22611,,,,
LLVA60478,SNS PREMIUM CLEANING,VIRGINIA BEACH,VA,23456,,,,
LLVA60479,CARDINAL MULTI SERVICES LLC,FORT WASHINGTON,MD,20744,,,,
LLVA60480,LITTLE CAESARS PIZZA,STAFFORD,VA,22554,,,,
LLVA60481,KARGAR INC.,STAFFORD,VA,22554,,,,
LLVA60482,TRINY'S TEX-MEX GRILL,GREAT FALLS,VA,22066,,,,
LLVA60483,AC RESTAUARANTS DBA TILTED KILT DULLES,DOWNERSGROVE,IL,60516,,,,
LLVA60484,MICHAEL'S,SPRINGFIELD,VA,22150,,,,
LLVA60485,QUANTICO COLLISION,DUMFRIES,VA,22026,,,,
LLVA60486,VC ENTERPRISE,WAVERYLY,VA,23890,,,,
LLVA60487,FALCONWOOD INC.,ARLINGTON,VA,22202,,,,
LLVA60488,H MART AND OSHII DEMO INC,BURKE,VA,22015,,,,
LLVA60489,AMERICAN MEDIA INSTITUTE,ALEXANDRIA,VA,22314,,,,
LLVA60490,APEX SYSTEMS INC.,FALLS CHURCH,VA,22042,,,,
LLVA60491,SOCIAL IMPACT COLLECT,NORFOLK,VA,23510,,,,
LLVA60492,SURPASSION HOME HEALTH,FREDERICKSBURG,VA,22407,,,,
LLVA60493,YMCA OF GREATER RICHMOND,RICHMOND,VA,23220,,,,
LLVA60500,MISS ROBIN'S HARMONY CAFE,PULASKI,VA,24301,,,,
LLVA60501,"CHESAPEAKE SERVICE SYSTEMS, INC., AND THOMAS SWANSTON, INDIVIDUALLY",CHESAPEAKE,VA,23320,,,,
LLVA60502,TRIANGLE,BOYDTON,VA,23917,,,,
LLVA60503,MONTE BELLO COMMUNITY,ALEXANDRIA,VA,22303,,,,
LLVA60504,VIRGINIA AUTOMOTIVE PARTS AND SERVICE ASSOCIATION,HENRICO,VA,23229,,,,
LLVA60505,REAL LIFE DENTAL,BLACKSBURG,VA,24060,,,,
LLVA60506,FIRST VIRGINIA COMMUNITY MANAGEMENT,WARRENTON,VA,20186,,,,
LLVA60507,BROWN BROTHERS INC,SMITHFIELD,VA,2430,,,,
LLVA60508,DR.'S JOHN AND AUDRA JONES FAMILY DENTISTRY,RICHMOND,VA,23220,,,,
LLVA60509,PARADISE AQUATICS LLC,CHESAPEAKE,VA,23321,,,,
LLVA60510,GALARIA PLASTIC SURGERY & DERMATOLOGY,CHANTILLY,VA,20152,,,,
LLVA60512,"COMMUNITY SERVICE SYSTEMS, INC.",CHESAPEAKE,VA,23321,,,,
LLVA60513,D2 TRANSPORT,NEWPORT NEWS,VA,23605,,,,
LLVA60514,SHAMIN CORPORATION,CHESTER,VA,23836,,,,
LLVA60515,"ANDERSON MEDIATION SERVICES, INC",LYNCHBURG,VA,24502,,,,
LLVA60516,BOB'S POOLS AND SPAS,FREDERICKSBURG,VA,22407,,,,
LLVA60517,CHESAPEAKE SERVICE SYSTEMS,CHESAPEAKE,VA,23320,,,,
LLVA60518,COMMUNITY POOL SERVICES (CPS),ROCKVILLE,MD,20855,,,,
LLVA60519,K-MART CORPORATION,WILLIAMSBURG,VA,23185,,,,
LLVA60520,VIRGINIA DENTAL CARE AT BALLSTON,ARLINGTON,VA,22203,,,,
LLVA60521,CARYTOWN NOODLE LLC,RICHMOND,VA,23221,,,,
LLVA60522,"S&I CARRIER, INC.",RICHMOND,VA,23224,,,,
LLVA60523,"C. R. DUTTON TRANSPORTATION, LLC",STERLING,VA,20166,,,,
LLVA60524,CAPITAL SENIOR LIVING,CHESAPEAKE,VA,23320,,,,
LLVA60525,POPEYES CHICKEN,RICHMOND,VA,23225,,,,
LLVA60526,FEDERAL PARKING INC.,ARLINGTON,VA,22202,,,,
LLVA60527,ROWLAND FINE DINING,RICHMOND,VA,23220,,,,
LLVA60528,LONGBALL TRANSPORTATION,RICHMOND,VA,23220,,,,
LLVA60529,"COMMON HEALTH COUNSELING GROUP, LLC",MECHANICSVILLE,VA,23111,,,,
LLVA60530,CHESAPEAKE SERVICE SYSTEMS,CHESAPEAKE,VA,23320,,,,
LLVA60531,RED APPLE CONSULTANTS,MCLEAN,VA,94103,,,,
LLVA60532,DOMINION SERVICES FOR ALL PEOPLE,HAMPTON,VA,23666,,,,
LLVA60534,"CHESAPEAKE SERVICE SYSTEMS, INC.",CHESAPEAKE,VA,23320,,,,
LLVA60537,DEACON CLEANERS,WOODBRIDGE,VA,22193,,,,
LLVA60538,OAKTON-VIENNA VETERINARY HOSPITAL,VIENNA,VA,22180,,,,
LLVA60540,"CHESAPEAKE SERVICE SYSTEMS, INC.",CHESAPEAKE,VA,23320,,,,
LLVA60541,HWY 29 TRUCK TRAILER AND AUTO REPAIRS,RUSTBURG,VA,24588,,,,
LLVA60544,BIRDNECK SHELL,VIRGINIA BEACH,VA,NA,,,,
LLVA60545,DR. KING JONES & ASSOCIATES,CHESAPEAKE,VA,23320,,,,
LLVA60546,"SUPERSUDS MANAGEMENT, LLC",FREDERICKSBURG,VA,22403,,,,
LLVA60547,"ASSERO SERVICES, LLC",BRISTOL,PA,19007,,,,
LLVA60548,"ASSERO SERVICES, LLC",BRISTOL,PA,19007,,,,
LLVA60549,KENDALL BROWN,MECHANICSVILLE,VA,23116,,,,
LLVA60550,KENDALL BROWN,MECHANICSVILLE,VA,23116,,,,
LLVA60551,KENDALL BROWN,MECHANICSVILLE,VA,23116,,,,
LLVA60552,BERKLE CONTRACTION,RICHMOND,VA,23238,,,,
LLVA60553,CHESAPEAKE SERVICE SYSTEMS,CHESAPEAKE,VA,23320,,,,
LLVA60554,PERFECT PERFORMANCE NOVA LLC,VIENNA,VA,22182,,,,
LLVA60555,STAY AT HOME CARE,CHANTILLY,VA,20151,,,,
LLVA60556,CHESAPEAKE SERVICE SYSTEMS,CHESAPEAKE,VA,23320,,,,
LLVA60557,"CHESAPEAKE SERVICE SYSTEMS, INC.",CHESAPEAKE,VA,23320,,,,
LLVA60558,ADVANCED RESTORATION SERVICES INC,NEWPORT NEWS,VA,23606,,,,
LLVA60559,JAIDEV SINGH KANG,STAFFORD,VA,22554,,,,
LLVA60560,THE ELMS OF LYNCHBURG,LYNCHBURG,VA,24501,,,,
LLVA60561,JOHN W. JONES,RICHMOND,VA,23220,,,,
LLVA60562,THE GREENE TURTLE,FAIRFAX,VA,22030,,,,
LLVA60563,JAMES KEVIN BROWN,SMITHFIELD,VA,23430,,,,
LLVA60564,SUSAN HELANDER,WARRENTON,VA,20186,,,,
LLVA60565,CHRISTOPHER DUTTON,STERLING,VA,20166,,,,
LLVA60566,TOTAL POWER SWEEPING SERVICES INC,WOODBRIDGE,VA,22194,,,,
LLVA60567,BLACK OPTIX TINTING LLC,RICHMOND,VA,23230,,,,
LLVA60568,FAIRFAX SEPTIC,RESTEN,VA,21113,,,,
LLVA60569,ASHLAND WOODWORK AND SUPPLY COMPANY,ASHLAND,VA,23005,,,,
LLVA60570,MAGNOLIAS OF CHESTERFIELD,CHESTERFIELD,VA,23831,,,,
LLVA60571,COMFORT INN SUITE,VIRGINIA BEACH,VA,23455,,,,
LLVA60572,RANIAS,MARTINSVILLE,VA,24112,,,,
LLVA60573,CHESAPEAKE SERVICE SYSTEMS,CHESAPEAKE,VA,23320,,,,
LLVA60574,NEW HOPE CENTER FOR REPRODUCTIVE MEDICINE,VIRGINIA BEACH,VA,23452,,,,
LLVA60575,BERGLUND TOYOTA,LYNCYBURG,VA,24502,,,,
LLVA60576,WILSON AGUILAR,FORT WASHINGTON,MD,20744,,,,
LLVA60577,SEAN CAHILL,DOWNERS GROVE,IL,60516,,,,
LLVA60578,WALTER VICKHOUSE,CHESAPEAKE,VA,23322,,,,
LLVA60579,PAUL MCQUEEN,CHESAPEAKE,VA,23321,,,,
LLVA60580,TOM SWANSTON,CHESAPEAKE,VA,23320,,,,
LLVA60581,ALEX SOHN,WOODBRIDGE,VA,22193,,,,
LLVA60582,FALLS CHURCH PEDIATRIC DENTAL CENTER,FALLS CHURCH,VA,22042,,,,
LLVA60583,DR ROSELYNE GICHANA,FALLS CHURCH,VA,22042,,,,
LLVA60584,ALI MEDICAL TRANSPORT,RICHMOND,VA,23225,,,,
LLVA60585,"S & I CARRIER, INC.",RICHMOND,VA,23224,,,,
LLVA60588,DAVIS DRUG AND SPECIALITY COMPOUNDING PHARMACY,HAMPTON,VA,23666,,,,
LLVA60589,WALMART DISTRIBUTION CENTER,SUTHERLAND,VA,23885,,,,
